time,date,itemid,price,discount,price_before_discount,stock,sold,item_status,cmt_count,liked_count
1668769975,20221118,21957606138,19900000,53%,42278000,144650,0,normal,0,46
1668781067,20221118,21957606138,19900000,53%,42278000,144650,0,normal,0,47
1668784717,20221118,21957606138,19900000,53%,42278000,144650,0,normal,0,48
1668788714,20221118,21957606138,19900000,53%,42278000,144650,0,normal,1,48
1668800241,20221118,21957606138,19900000,53%,42278000,144650,1,normal,1,48
1668822003,20221119,21957606138,19900000,53%,42278000,144650,1,normal,1,48
1668861110,20221119,21957606138,19900000,53%,42278000,144650,1,normal,1,49
1668889075,20221119,21957606138,19900000,53%,42278000,144650,1,normal,1,50
1668896206,20221119,21957606138,19900000,53%,42278000,144650,1,normal,1,51
1668899856,20221119,21957606138,19900000,53%,42278000,144650,1,normal,1,52
1668908694,20221120,21957606138,19900000,53%,42278000,144650,1,normal,1,53
1668914352,20221120,21957606138,19900000,53%,42278000,144650,1,normal,1,55
1668947526,20221120,21957606138,19900000,53%,42278000,144650,1,normal,1,56
1668950797,20221120,21957606138,19900000,53%,42278000,144650,1,normal,1,57
1668961442,20221120,21957606138,19900000,53%,42278000,144650,1,normal,1,58
1668976766,20221120,21957606138,19900000,53%,42278000,144650,1,normal,1,59
