time,date,itemid,price,discount,price_before_discount,stock,sold,item_status,cmt_count,liked_count
1668841441,20221119,19914155238,9900000,40%,16384000,196,247,normal,311,3512
1668875042,20221119,19914155238,9900000,40%,16384000,196,247,normal,312,3512
1668886650,20221119,19914155238,9900000,40%,16384000,196,252,normal,312,3512
1668908697,20221120,19914155238,9900000,40%,16384000,196,252,normal,312,3512
1668914355,20221120,19914155238,9900000,40%,16384000,196,252,normal,313,3512
1668965915,20221120,19914155238,9900000,40%,16384000,196,252,normal,314,3512
1668971630,20221120,19914155238,9900000,40%,16384000,196,253,normal,314,3512
1668994902,20221121,19914155238,9900000,40%,16384000,196,253,normal,314,3511
1669350516,20221125,19914155238,9900000,40%,16384000,196,247,normal,321,3508
1669368017,20221125,19914155238,9900000,40%,16384000,196,247,normal,321,3507
1669372934,20221125,19914155238,9900000,40%,16384000,196,247,normal,322,3507
1669375072,20221125,19914155238,9900000,40%,16384000,196,247,normal,322,3506
1669397950,20221125,19914155238,9900000,40%,16384000,196,247,normal,323,3506
1669403772,20221125,19914155238,9900000,40%,16384000,196,240,normal,323,3506
1669407699,20221125,19914155238,9900000,40%,16384000,196,240,normal,323,3507
1669427078,20221126,19914155238,9900000,40%,16384000,196,240,normal,323,3509
1669433241,20221126,19914155238,9900000,40%,16384000,196,240,normal,323,3511
1669447057,20221126,19914155238,9900000,40%,16384000,196,240,normal,323,3512
1669454333,20221126,19914155238,9900000,40%,16384000,196,240,normal,323,3513
1669466194,20221126,19914155238,9900000,40%,16384000,196,240,normal,323,3515
1669480076,20221126,19914155238,9900000,40%,16384000,196,240,normal,323,3516
1669487066,20221126,19914155238,9900000,40%,16384000,196,240,normal,324,3516
1669491501,20221126,19914155238,9900000,40%,16384000,196,231,normal,324,3517
1669497471,20221126,19914155238,9900000,40%,16384000,196,231,normal,324,3518
1669504823,20221126,19914155238,9900000,40%,16384000,196,231,normal,324,3519
1669514084,20221127,19914155238,9900000,40%,16384000,196,231,normal,324,3519
1669518589,20221127,19914155238,9900000,40%,16384000,196,231,normal,324,3520
1669523126,20221127,19914155238,9900000,40%,16384000,196,231,normal,324,3519
1669566489,20221127,19914155238,9900000,40%,16384000,196,231,normal,324,3520
1669576571,20221127,19914155238,9900000,40%,16384000,196,226,normal,324,3520
1669600053,20221128,19914155238,9900000,40%,16384000,196,226,normal,324,3520
1669604392,20221128,19914155238,9900000,40%,16384000,196,226,normal,324,3521
1669634277,20221128,19914155238,9900000,40%,16384000,196,226,normal,325,3521
1669642263,20221128,19914155238,9900000,40%,16384000,196,226,normal,325,3522
1669664327,20221128,19914155238,9900000,40%,16384000,196,217,normal,325,3522
1669668019,20221128,19914155238,9900000,40%,16384000,196,217,normal,326,3522
1669686424,20221129,19914155238,9900000,40%,16384000,196,217,normal,326,3522
1669750702,20221129,19914155238,9900000,40%,16384000,196,208,normal,326,3522
1669772903,20221130,19914155238,9900000,40%,16384000,196,208,normal,326,3522
1669827283,20221130,19914155238,9900000,40%,16384000,196,208,normal,327,3522
1669832793,20221130,19914155238,9900000,40%,16384000,196,208,normal,327,3521
1669839745,20221130,19914155238,9900000,40%,16384000,196,203,normal,327,3521
1669860050,20221201,19914155238,9900000,40%,16384000,196,203,normal,328,3521
1669923541,20221201,19914155238,9900000,40%,16384000,196,189,normal,328,3521
1669945219,20221202,19914155238,9900000,40%,16384000,196,189,normal,328,3521
1670009891,20221202,19914155238,9900000,40%,16384000,196,183,normal,328,3521
1670031357,20221203,19914155238,9900000,40%,16384000,196,183,normal,328,3521
1670091785,20221203,19914155238,9900000,40%,16384000,196,183,normal,328,3520
1670098770,20221203,19914155238,9900000,40%,16384000,196,169,normal,328,3520
1670105893,20221203,19914155238,9900000,40%,16384000,196,169,normal,328,3519
1670109550,20221203,19914155238,9900000,40%,16384000,196,169,normal,328,3518
1670118130,20221204,19914155238,9900000,40%,16384000,196,169,normal,329,3518
1670178160,20221204,19914155238,9900000,40%,16384000,196,169,normal,329,3519
1670182697,20221204,19914155238,9900000,40%,16384000,196,157,normal,329,3519
1670204476,20221205,19914155238,9900000,40%,16384000,196,157,normal,329,3519
1670208290,20221205,19914155238,9900000,40%,16384000,196,157,normal,329,3518
1670269109,20221205,19914155238,9900000,40%,16384000,196,148,normal,329,3518
1670271652,20221205,19914155238,9900000,40%,16384000,196,148,normal,329,3517
1670290765,20221206,19914155238,9900000,40%,16384000,196,148,normal,329,3516
1670340060,20221206,19914155238,9900000,40%,16384000,196,148,normal,329,3515
1670357988,20221206,19914155238,9900000,40%,16384000,196,144,normal,329,3515
1670362729,20221206,19914155238,9900000,40%,16384000,196,144,normal,329,3514
1670377500,20221207,19914155238,9900000,40%,16384000,196,144,normal,329,3514
1670419608,20221207,19914155238,9900000,40%,16384000,196,144,normal,329,3513
1670430516,20221207,19914155238,9900000,40%,16384000,196,144,normal,329,3512
1670437501,20221207,19914155238,9900000,40%,16384000,196,144,normal,330,3512
1670463634,20221208,19914155238,9900000,40%,16384000,196,144,normal,330,3512
1670528301,20221208,19914155238,9900000,40%,16384000,196,135,normal,330,3512
1670541717,20221208,19914155238,9900000,40%,16384000,196,135,normal,330,3511
1670550253,20221209,19914155238,9900000,40%,16384000,196,135,normal,330,3511
1670617502,20221209,19914155238,9900000,40%,16384000,196,120,normal,330,3511
1670636251,20221210,19914155238,9900000,40%,16384000,196,120,normal,330,3511
1670643594,20221210,19914155238,9900000,40%,16384000,196,120,normal,330,3510
1670701082,20221210,19914155238,9900000,40%,16384000,196,113,normal,330,3510
1670723303,20221211,19914155238,9900000,40%,16384000,196,113,normal,330,3510
1670727156,20221211,19914155238,9900000,40%,16384000,196,113,normal,330,3509
1670780309,20221211,19914155238,9900000,40%,16384000,196,113,normal,330,3510
1670790003,20221211,19914155238,9900000,40%,16384000,196,98,normal,330,3509
1670791113,20221211,19914155238,9900000,40%,16384000,196,98,normal,330,3508
1670800779,20221211,19914155238,9900000,40%,16384000,196,98,normal,330,3507
1670809450,20221212,19914155238,9900000,40%,16384000,196,98,normal,330,3507
1670843798,20221212,19914155238,9900000,40%,16384000,196,98,normal,330,3506
1670862577,20221212,19914155238,9900000,40%,16384000,196,98,normal,331,3506
1670876398,20221212,19914155238,9900000,40%,16384000,196,91,normal,331,3506
1670883572,20221212,19914155238,9900000,40%,16384000,196,91,normal,331,3505
1670887285,20221212,19914155238,9900000,40%,16384000,196,91,normal,331,3506
1670896004,20221213,19914155238,9900000,40%,16384000,196,91,normal,331,3506
1670902070,20221213,19914155238,9900000,40%,16384000,195,91,normal,331,3506
1670917086,20221213,19914155238,9900000,40%,16384000,95,91,normal,331,3506
1670928078,20221213,19914155238,9900000,40%,16384000,95,91,normal,331,3505
1670945111,20221213,19914155238,9900000,40%,16384000,95,91,normal,331,3504
1670955875,20221213,19914155238,9900000,40%,16384000,95,91,normal,331,3503
1670962876,20221213,19914155238,9900000,40%,16384000,95,84,normal,331,3503
1670982175,20221214,19914155238,9900000,40%,16384000,95,84,normal,331,3503
1670988268,20221214,19914155238,8299000,49%,16384000,100,84,normal,331,3503
1671016600,20221214,19914155238,8299000,49%,16384000,100,84,normal,331,3504
1671024416,20221214,19914155238,8299000,49%,16384000,99,84,normal,331,3504
1671031259,20221214,19914155238,8299000,49%,16384000,98,84,normal,331,3504
1671042246,20221214,19914155238,8299000,49%,16384000,96,84,normal,331,3504
1671049272,20221214,19914155238,8299000,49%,16384000,96,80,normal,331,3504
1671068718,20221215,19914155238,8299000,49%,16384000,96,80,normal,331,3505
1671072638,20221215,19914155238,8299000,49%,16384000,95,80,normal,331,3505
1671110840,20221215,19914155238,8299000,49%,16384000,95,80,normal,331,3506
1671121748,20221215,19914155238,8299000,49%,16384000,92,80,normal,331,3506
1671128537,20221215,19914155238,8299000,49%,16384000,92,80,normal,331,3507
1671135564,20221215,19914155238,8299000,49%,16384000,91,71,normal,331,3507
1671142677,20221215,19914155238,8299000,49%,16384000,91,71,normal,331,3508
1671146417,20221215,19914155238,8299000,49%,16384000,91,71,normal,331,3509
1671154466,20221216,19914155238,8299000,49%,16384000,91,71,normal,331,3510
1671158167,20221216,19914155238,8299000,49%,16384000,90,71,normal,331,3510
1671194049,20221216,19914155238,8299000,49%,16384000,90,71,normal,331,3511
1671200205,20221216,19914155238,8299000,49%,16384000,90,71,normal,331,3512
1671201495,20221216,19914155238,8299000,49%,16384000,90,71,normal,331,3513
1671204065,20221216,19914155238,8299000,49%,16384000,90,71,normal,331,3514
1671205171,20221216,19914155238,8299000,49%,16384000,89,71,normal,331,3514
1671207991,20221216,19914155238,8299000,49%,16384000,90,71,normal,331,3514
1671222014,20221216,19914155238,8299000,49%,16384000,89,61,normal,331,3514
1671240879,20221217,19914155238,8299000,49%,16384000,88,61,normal,331,3514
1671258129,20221217,19914155238,8299000,49%,16384000,88,61,normal,331,3515
1671283238,20221217,19914155238,8299000,49%,16384000,88,61,normal,331,3516
